uid,model,scene,n,fps,ctx,flag,n_events,score,cls,birth,birth_s,branch,onset,zprobe,bncc,box
ours_noadaln_r02_L,ours_noadaln,r02_L,108,16.0,12,0,0,,,,,,,,,
astra_r02_R,astra,r02_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r02_R,matrixgame,r02_R,152,25.0,1,0,0,,,,,,,,,
minwm_r02_R,minwm,r02_R,77,16.0,13,0,0,,,,,,,,,
worldcam_r02_R,worldcam,r02_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r02_R,worldplay,r02_R,146,24.0,1,0,0,-0.56,car,99.0,4.08,A,2.22,0.34,0.55,"[270.2, 245.9, 325.5, 277.3]"
yume_r02_R,yume,r02_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r02_R,ours_pca8,r02_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r02_R,ours_pca4,r02_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r02_R,ours_pca2,r02_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r02_R,ours_16node,r02_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r02_R,ours_4node,r02_R,108,16.0,12,0,0,-0.48,truck,58.0,2.88,B,1.56,0.78,0.89,"[478.6, 183.6, 666.1, 269.6]"
ours_noatok_r02_R,ours_noatok,r02_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r02_R,ours_noadaln,r02_R,108,16.0,12,0,0,,,,,,,,,
astra_r03_B,astra,r03_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r03_B,matrixgame,r03_B,152,25.0,1,0,0,,,,,,,,,
minwm_r03_B,minwm,r03_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r03_B,worldcam,r03_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r03_B,worldplay,r03_B,146,24.0,1,0,0,,,,,,,,,
yume_r03_B,yume,r03_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r03_B,ours_pca8,r03_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r03_B,ours_pca4,r03_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r03_B,ours_pca2,r03_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r03_B,ours_16node,r03_B,108,16.0,12,0,0,,,,,,,,,
ours_4node_r03_B,ours_4node,r03_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r03_B,ours_noatok,r03_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r03_B,ours_noadaln,r03_B,108,16.0,12,0,0,,,,,,,,,
astra_r03_BL,astra,r03_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r03_BL,matrixgame,r03_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r03_BL,minwm,r03_BL,77,16.0,13,0,0,,,,,,,,,
worldcam_r03_BL,worldcam,r03_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r03_BL,worldplay,r03_BL,146,24.0,1,0,0,,,,,,,,,
yume_r03_BL,yume,r03_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r03_BL,ours_pca8,r03_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r03_BL,ours_pca4,r03_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r03_BL,ours_pca2,r03_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r03_BL,ours_16node,r03_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r03_BL,ours_4node,r03_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r03_BL,ours_noatok,r03_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r03_BL,ours_noadaln,r03_BL,108,16.0,12,0,0,,,,,,,,,
astra_r03_BR,astra,r03_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r03_BR,matrixgame,r03_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r03_BR,minwm,r03_BR,77,16.0,13,0,0,,,,,,,,,
worldcam_r03_BR,worldcam,r03_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r03_BR,worldplay,r03_BR,146,24.0,1,0,0,,,,,,,,,
yume_r03_BR,yume,r03_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r03_BR,ours_pca8,r03_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r03_BR,ours_pca4,r03_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r03_BR,ours_pca2,r03_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r03_BR,ours_16node,r03_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r03_BR,ours_4node,r03_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r03_BR,ours_noatok,r03_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r03_BR,ours_noadaln,r03_BR,108,16.0,12,0,0,,,,,,,,,
astra_r03_F,astra,r03_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r03_F,matrixgame,r03_F,152,25.0,1,0,0,,,,,,,,,
minwm_r03_F,minwm,r03_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r03_F,worldcam,r03_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r03_F,worldplay,r03_F,146,24.0,1,0,0,,,,,,,,,
yume_r03_F,yume,r03_F,98,16.0,1,0,0,-0.53,car,62.0,3.81,A,2.34,0.0,0.74,"[508.6, 577.7, 551.8, 613.6]"
ours_pca8_r03_F,ours_pca8,r03_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r03_F,ours_pca4,r03_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r03_F,ours_pca2,r03_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r03_F,ours_16node,r03_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r03_F,ours_4node,r03_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r03_F,ours_noatok,r03_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r03_F,ours_noadaln,r03_F,108,16.0,12,0,0,,,,,,,,,
astra_r03_FL,astra,r03_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r03_FL,matrixgame,r03_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r03_FL,minwm,r03_FL,77,16.0,13,0,0,,,,,,,,,
worldcam_r03_FL,worldcam,r03_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r03_FL,worldplay,r03_FL,146,24.0,1,0,0,,,,,,,,,
yume_r03_FL,yume,r03_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r03_FL,ours_pca8,r03_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r03_FL,ours_pca4,r03_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r03_FL,ours_pca2,r03_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r03_FL,ours_16node,r03_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r03_FL,ours_4node,r03_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r03_FL,ours_noatok,r03_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r03_FL,ours_noadaln,r03_FL,108,16.0,12,0,0,,,,,,,,,
astra_r03_FR,astra,r03_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r03_FR,matrixgame,r03_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r03_FR,minwm,r03_FR,77,16.0,13,0,0,,,,,,,,,
worldcam_r03_FR,worldcam,r03_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r03_FR,worldplay,r03_FR,146,24.0,1,0,0,,,,,,,,,
yume_r03_FR,yume,r03_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r03_FR,ours_pca8,r03_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r03_FR,ours_pca4,r03_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r03_FR,ours_pca2,r03_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r03_FR,ours_16node,r03_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r03_FR,ours_4node,r03_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r03_FR,ours_noatok,r03_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r03_FR,ours_noadaln,r03_FR,108,16.0,12,0,0,,,,,,,,,
astra_r03_L,astra,r03_L,125,20.0,4,0,0,,,,,,,,,
matrixgame_r03_L,matrixgame,r03_L,152,25.0,1,0,0,,,,,,,,,
minwm_r03_L,minwm,r03_L,77,16.0,13,0,0,,,,,,,,,
worldcam_r03_L,worldcam,r03_L,241,30.0,65,0,0,-0.71,car,181.0,3.87,A,1.44,0.57,0.94,"[398.0, 286.3, 446.2, 317.6]"
worldplay_r03_L,worldplay,r03_L,146,24.0,1,0,0,,,,,,,,,
yume_r03_L,yume,r03_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r03_L,ours_pca8,r03_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r03_L,ours_pca4,r03_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r03_L,ours_pca2,r03_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r03_L,ours_16node,r03_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r03_L,ours_4node,r03_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r03_L,ours_noatok,r03_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r03_L,ours_noadaln,r03_L,108,16.0,12,0,0,,,,,,,,,
astra_r03_R,astra,r03_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r03_R,matrixgame,r03_R,152,25.0,1,0,0,,,,,,,,,
minwm_r03_R,minwm,r03_R,77,16.0,13,0,0,,,,,,,,,
worldcam_r03_R,worldcam,r03_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r03_R,worldplay,r03_R,146,24.0,1,0,0,,,,,,,,,
yume_r03_R,yume,r03_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r03_R,ours_pca8,r03_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r03_R,ours_pca4,r03_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r03_R,ours_pca2,r03_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r03_R,ours_16node,r03_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r03_R,ours_4node,r03_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r03_R,ours_noatok,r03_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r03_R,ours_noadaln,r03_R,108,16.0,12,0,0,,,,,,,,,
astra_r04_B,astra,r04_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r04_B,matrixgame,r04_B,152,25.0,1,0,0,,,,,,,,,
minwm_r04_B,minwm,r04_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r04_B,worldcam,r04_B,241,30.0,65,0,0,,,,,,,,,
worldplay_r04_B,worldplay,r04_B,146,24.0,1,0,0,,,,,,,,,
yume_r04_B,yume,r04_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r04_B,ours_pca8,r04_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r04_B,ours_pca4,r04_B,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r04_B,ours_pca2,r04_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r04_B,ours_16node,r04_B,108,16.0,12,0,0,,,,,,,,,
ours_4node_r04_B,ours_4node,r04_B,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r04_B,ours_noatok,r04_B,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r04_B,ours_noadaln,r04_B,108,16.0,12,0,0,,,,,,,,,
astra_r04_BL,astra,r04_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r04_BL,matrixgame,r04_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r04_BL,minwm,r04_BL,77,16.0,13,0,0,-0.27,car,14.0,0.06,A,3.65,0.0,0.48,"[301.6, 228.4, 330.9, 256.1]"
worldcam_r04_BL,worldcam,r04_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r04_BL,worldplay,r04_BL,146,24.0,1,0,0,,,,,,,,,
yume_r04_BL,yume,r04_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r04_BL,ours_pca8,r04_BL,108,16.0,12,0,0,-0.56,bench,67.0,3.44,B,1.33,0.46,0.89,"[116.8, 251.0, 189.4, 282.5]"
ours_pca4_r04_BL,ours_pca4,r04_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r04_BL,ours_pca2,r04_BL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r04_BL,ours_16node,r04_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r04_BL,ours_4node,r04_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r04_BL,ours_noatok,r04_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r04_BL,ours_noadaln,r04_BL,108,16.0,12,0,0,,,,,,,,,
astra_r04_BR,astra,r04_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r04_BR,matrixgame,r04_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r04_BR,minwm,r04_BR,77,16.0,13,1,1,0.14,car,13.0,0.0,A,5.71,0.21,0.46,"[291.3, 227.7, 325.4, 256.1]"
worldcam_r04_BR,worldcam,r04_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r04_BR,worldplay,r04_BR,146,24.0,1,0,0,-0.74,car,129.0,5.33,B,0.78,0.56,0.42,"[127.2, 233.0, 652.6, 478.2]"
yume_r04_BR,yume,r04_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r04_BR,ours_pca8,r04_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r04_BR,ours_pca4,r04_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r04_BR,ours_pca2,r04_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r04_BR,ours_16node,r04_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r04_BR,ours_4node,r04_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r04_BR,ours_noatok,r04_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r04_BR,ours_noadaln,r04_BR,108,16.0,12,0,0,,,,,,,,,
astra_r04_F,astra,r04_F,125,20.0,4,0,0,,,,,,,,,
matrixgame_r04_F,matrixgame,r04_F,152,25.0,1,0,0,,,,,,,,,
minwm_r04_F,minwm,r04_F,77,16.0,13,0,0,-0.03,car,13.0,0.0,A,4.83,0.27,0.63,"[290.9, 224.6, 325.0, 256.9]"
worldcam_r04_F,worldcam,r04_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r04_F,worldplay,r04_F,146,24.0,1,0,0,,,,,,,,,
yume_r04_F,yume,r04_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r04_F,ours_pca8,r04_F,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r04_F,ours_pca4,r04_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r04_F,ours_pca2,r04_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r04_F,ours_16node,r04_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r04_F,ours_4node,r04_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r04_F,ours_noatok,r04_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r04_F,ours_noadaln,r04_F,108,16.0,12,0,0,,,,,,,,,
astra_r04_FL,astra,r04_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r04_FL,matrixgame,r04_FL,152,25.0,1,0,0,,,,,,,,,
minwm_r04_FL,minwm,r04_FL,77,16.0,13,0,0,-0.54,car,18.0,0.31,A,2.31,0.43,0.69,"[290.3, 233.2, 321.6, 253.0]"
worldcam_r04_FL,worldcam,r04_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r04_FL,worldplay,r04_FL,146,24.0,1,0,0,,,,,,,,,
yume_r04_FL,yume,r04_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r04_FL,ours_pca8,r04_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r04_FL,ours_pca4,r04_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r04_FL,ours_pca2,r04_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r04_FL,ours_16node,r04_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r04_FL,ours_4node,r04_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r04_FL,ours_noatok,r04_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r04_FL,ours_noadaln,r04_FL,108,16.0,12,0,0,,,,,,,,,
astra_r04_FR,astra,r04_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r04_FR,matrixgame,r04_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r04_FR,minwm,r04_FR,77,16.0,13,0,0,-0.67,car,49.0,2.25,A,1.67,0.65,0.79,"[329.5, 214.0, 379.5, 243.9]"
worldcam_r04_FR,worldcam,r04_FR,241,30.0,65,0,0,,,,,,,,,
worldplay_r04_FR,worldplay,r04_FR,146,24.0,1,0,0,,,,,,,,,
yume_r04_FR,yume,r04_FR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r04_FR,ours_pca8,r04_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r04_FR,ours_pca4,r04_FR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r04_FR,ours_pca2,r04_FR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r04_FR,ours_16node,r04_FR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r04_FR,ours_4node,r04_FR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r04_FR,ours_noatok,r04_FR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r04_FR,ours_noadaln,r04_FR,108,16.0,12,0,0,,,,,,,,,
astra_r04_L,astra,r04_L,125,20.0,4,1,1,0.41,car,13.0,0.45,A,7.05,0.0,0.34,"[306.6, 229.2, 325.5, 262.6]"
matrixgame_r04_L,matrixgame,r04_L,152,25.0,1,0,0,,,,,,,,,
minwm_r04_L,minwm,r04_L,77,16.0,13,0,0,,,,,,,,,
worldcam_r04_L,worldcam,r04_L,241,30.0,65,0,0,,,,,,,,,
worldplay_r04_L,worldplay,r04_L,146,24.0,1,0,0,-0.57,car,83.0,3.42,B,1.29,0.45,0.84,"[377.6, 248.7, 407.2, 274.0]"
yume_r04_L,yume,r04_L,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r04_L,ours_pca8,r04_L,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r04_L,ours_pca4,r04_L,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r04_L,ours_pca2,r04_L,108,16.0,12,0,0,,,,,,,,,
ours_16node_r04_L,ours_16node,r04_L,108,16.0,12,0,0,,,,,,,,,
ours_4node_r04_L,ours_4node,r04_L,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r04_L,ours_noatok,r04_L,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r04_L,ours_noadaln,r04_L,108,16.0,12,0,0,,,,,,,,,
astra_r04_R,astra,r04_R,125,20.0,4,0,0,,,,,,,,,
matrixgame_r04_R,matrixgame,r04_R,152,25.0,1,0,0,,,,,,,,,
minwm_r04_R,minwm,r04_R,77,16.0,13,0,0,-0.27,car,14.0,0.06,A,3.64,0.14,0.65,"[303.9, 229.8, 332.4, 256.5]"
worldcam_r04_R,worldcam,r04_R,241,30.0,65,0,0,,,,,,,,,
worldplay_r04_R,worldplay,r04_R,146,24.0,1,0,0,-0.6,truck,106.0,4.38,A,2.25,0.8,0.84,"[649.3, 238.3, 754.6, 265.7]"
yume_r04_R,yume,r04_R,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r04_R,ours_pca8,r04_R,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r04_R,ours_pca4,r04_R,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r04_R,ours_pca2,r04_R,108,16.0,12,0,0,,,,,,,,,
ours_16node_r04_R,ours_16node,r04_R,108,16.0,12,0,0,,,,,,,,,
ours_4node_r04_R,ours_4node,r04_R,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r04_R,ours_noatok,r04_R,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r04_R,ours_noadaln,r04_R,108,16.0,12,0,0,,,,,,,,,
astra_r05_B,astra,r05_B,125,20.0,4,0,0,,,,,,,,,
matrixgame_r05_B,matrixgame,r05_B,152,25.0,1,0,0,-0.04,car,57.0,2.24,B,4.21,0.37,0.88,"[414.8, 172.7, 484.8, 218.9]"
minwm_r05_B,minwm,r05_B,77,16.0,13,0,0,,,,,,,,,
worldcam_r05_B,worldcam,r05_B,241,30.0,65,1,1,0.28,car,176.0,3.7,A,26.11,0.0,0.47,"[144.8, 279.2, 189.4, 319.3]"
worldplay_r05_B,worldplay,r05_B,146,24.0,1,0,0,,,,,,,,,
yume_r05_B,yume,r05_B,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r05_B,ours_pca8,r05_B,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r05_B,ours_pca4,r05_B,108,16.0,12,0,0,-0.27,car,79.0,4.19,B,6.42,0.56,0.83,"[508.5, 214.2, 547.9, 240.6]"
ours_pca2_r05_B,ours_pca2,r05_B,108,16.0,12,0,0,,,,,,,,,
ours_16node_r05_B,ours_16node,r05_B,108,16.0,12,0,0,,,,,,,,,
ours_4node_r05_B,ours_4node,r05_B,108,16.0,12,0,0,-0.3,car,101.0,5.56,B,5.15,0.86,0.76,"[634.6, 207.8, 739.8, 292.3]"
ours_noatok_r05_B,ours_noatok,r05_B,108,16.0,12,0,0,-0.38,car,58.0,2.88,A,4.98,0.45,0.9,"[538.3, 217.5, 610.4, 271.7]"
ours_noadaln_r05_B,ours_noadaln,r05_B,108,16.0,12,0,0,,,,,,,,,
astra_r05_BL,astra,r05_BL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r05_BL,matrixgame,r05_BL,152,25.0,1,0,0,,,,,,,,,
minwm_r05_BL,minwm,r05_BL,77,16.0,13,0,0,,,,,,,,,
worldcam_r05_BL,worldcam,r05_BL,241,30.0,65,0,0,,,,,,,,,
worldplay_r05_BL,worldplay,r05_BL,146,24.0,1,0,0,,,,,,,,,
yume_r05_BL,yume,r05_BL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r05_BL,ours_pca8,r05_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r05_BL,ours_pca4,r05_BL,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r05_BL,ours_pca2,r05_BL,108,16.0,12,0,0,-0.4,car,64.0,3.25,A,3.1,0.56,0.91,"[632.4, 216.7, 679.2, 254.4]"
ours_16node_r05_BL,ours_16node,r05_BL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r05_BL,ours_4node,r05_BL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r05_BL,ours_noatok,r05_BL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r05_BL,ours_noadaln,r05_BL,108,16.0,12,0,0,,,,,,,,,
astra_r05_BR,astra,r05_BR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r05_BR,matrixgame,r05_BR,152,25.0,1,0,0,,,,,,,,,
minwm_r05_BR,minwm,r05_BR,77,16.0,13,1,1,0.03,truck,18.0,0.31,A,5.13,0.28,0.38,"[473.8, 249.6, 503.6, 271.2]"
worldcam_r05_BR,worldcam,r05_BR,241,30.0,65,0,0,,,,,,,,,
worldplay_r05_BR,worldplay,r05_BR,146,24.0,1,0,0,-0.6,car,141.0,5.83,B,1.69,0.86,0.68,"[515.7, 195.7, 597.4, 221.9]"
yume_r05_BR,yume,r05_BR,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r05_BR,ours_pca8,r05_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r05_BR,ours_pca4,r05_BR,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r05_BR,ours_pca2,r05_BR,108,16.0,12,0,0,,,,,,,,,
ours_16node_r05_BR,ours_16node,r05_BR,108,16.0,12,0,0,,,,,,,,,
ours_4node_r05_BR,ours_4node,r05_BR,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r05_BR,ours_noatok,r05_BR,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r05_BR,ours_noadaln,r05_BR,108,16.0,12,0,0,-0.2,car,68.0,3.5,B,3.5,0.75,0.8,"[419.2, 211.8, 485.7, 262.2]"
astra_r05_F,astra,r05_F,125,20.0,4,0,0,-0.06,car,67.0,3.15,A,6.44,0.53,0.51,"[529.7, 228.7, 631.2, 279.8]"
matrixgame_r05_F,matrixgame,r05_F,152,25.0,1,0,0,,,,,,,,,
minwm_r05_F,minwm,r05_F,77,16.0,13,0,0,,,,,,,,,
worldcam_r05_F,worldcam,r05_F,241,30.0,65,0,0,,,,,,,,,
worldplay_r05_F,worldplay,r05_F,146,24.0,1,0,0,,,,,,,,,
yume_r05_F,yume,r05_F,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r05_F,ours_pca8,r05_F,108,16.0,12,1,1,0.1,car,58.0,2.88,B,5.16,0.7,0.87,"[558.5, 225.1, 645.8, 286.5]"
ours_pca4_r05_F,ours_pca4,r05_F,108,16.0,12,0,0,,,,,,,,,
ours_pca2_r05_F,ours_pca2,r05_F,108,16.0,12,0,0,,,,,,,,,
ours_16node_r05_F,ours_16node,r05_F,108,16.0,12,0,0,,,,,,,,,
ours_4node_r05_F,ours_4node,r05_F,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r05_F,ours_noatok,r05_F,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r05_F,ours_noadaln,r05_F,108,16.0,12,0,0,,,,,,,,,
astra_r05_FL,astra,r05_FL,125,20.0,4,0,0,,,,,,,,,
matrixgame_r05_FL,matrixgame,r05_FL,152,25.0,1,0,0,-0.68,car,131.0,5.2,B,0.96,0.31,0.47,"[205.0, 171.2, 247.2, 192.6]"
minwm_r05_FL,minwm,r05_FL,77,16.0,13,0,0,,,,,,,,,
worldcam_r05_FL,worldcam,r05_FL,241,30.0,65,0,0,,,,,,,,,
worldplay_r05_FL,worldplay,r05_FL,146,24.0,1,0,0,-0.55,car,101.0,4.17,A,2.23,0.32,0.55,"[623.3, 258.0, 678.8, 283.3]"
yume_r05_FL,yume,r05_FL,98,16.0,1,0,0,,,,,,,,,
ours_pca8_r05_FL,ours_pca8,r05_FL,108,16.0,12,0,0,,,,,,,,,
ours_pca4_r05_FL,ours_pca4,r05_FL,108,16.0,12,0,0,-0.26,car,56.0,2.75,A,6.37,0.63,0.53,"[641.8, 228.7, 670.8, 248.6]"
ours_pca2_r05_FL,ours_pca2,r05_FL,108,16.0,12,0,0,,,,,,,,,
ours_16node_r05_FL,ours_16node,r05_FL,108,16.0,12,0,0,,,,,,,,,
ours_4node_r05_FL,ours_4node,r05_FL,108,16.0,12,0,0,,,,,,,,,
ours_noatok_r05_FL,ours_noatok,r05_FL,108,16.0,12,0,0,,,,,,,,,
ours_noadaln_r05_FL,ours_noadaln,r05_FL,108,16.0,12,0,0,,,,,,,,,
astra_r05_FR,astra,r05_FR,125,20.0,4,0,0,,,,,,,,,
matrixgame_r05_FR,matrixgame,r05_FR,152,25.0,1,0,0,,,,,,,,,
minwm_r05_FR,minwm,r05_FR,77,16.0,13,0,0,-0.03,car,45.0,2.0,B,3.95,0.55,0.87,"[497.3, 233.3, 535.0, 255.5]"
worldcam_r05_FR,worldcam,r05_FR,241,30.0,65,0,0,,,,,,,,,
